verb_key	role	arg_key
51003012001	A1	51003012015
51003012009	A1	51003012004
51003013001	A0	51001002007
51003013001	A1	51003013002
51003013004	A0	51001002007
51003013004	A1	51003013005
51003013010	A0	51003013007
51003013010	A1	51003013011
51003013016	A0	51003013015
51003013016	A1	51003013017
51003015006	A0	51003015003
51003015014	A1	51001002007
51003016005	A0	51003016002
51003016012	A0	51001002007
51003016012	A1	51003016015
51003016014	A0	51001002007
51003016014	A1	51003016015
51003016023	A0	51001002007
51003016023	A1	00000000000
51003016023	A2	51003016029
51003017006	A0	51001002007
51003017006	A1	51003017003
51003017017	A0	51001002007
51003017017	A1	51003017019
51003018003	A1	51003018002
51003018003	A2	51003018005
51003018007	A0	51003018003
51003019003	A0	51003019002
51003019003	A1	51003019005
51003019008	A1	51003019002
51003020003	A0	51003020002
51003020003	A1	51003020005
51003021004	A0	51003021002
51003021004	A1	51003021006
51003021010	A0	51003021006
51003022003	A0	51003022002
51003022003	A1	51003022009
51003022019	A0	51003022002
51003022019	A1	51003022021
51003023003	A0	51001002007
51003023003	A1	51003023001
51003023006	A0	51001002007
51003023006	A1	51003023003
51003023006	A2	51003023009
51003023006	A2	51003023012
51003024001	A0	51001002007
51003024005	A0	51001002007
51003024005	A1	51003024007
51003024013	A0	51001002007
51003024013	A1	51003024011
51003025003	A0	00000000000
51003025004	A0	51003025003
51003025004	A1	51003025006
51003025006	A0	51003025003
51003025006	A1	51003025005
51004001010	A0	51004001002
51004001010	A1	51004001004
51004001010	A1	51004001007
51004001010	A2	51004001009
51004001011	A0	51004001002
51004001015	A0	51004001014
51004001015	A1	51004001016
51004002003	A0	51001002007
51004002003	A1	51004002002
51004002004	A0	51001002007
51004003001	A0	51001002007
51004003009	A0	51004003008
51004003009	A1	51004003011
51004003014	A0	51001023031
51004003014	A0	51001001009
51004003014	A0	51001007004
51004003014	A1	51004003016
51004003022	A1	51001023031
51004004002	A0	51001023031
51004004002	A1	51004004003
51004004005	A0	51004004007
51004004007	A0	51004004006
51004005003	A0	51001002007
51004005009	A0	51001002007
51004005009	A1	51004005008
51004006008	A1	51004006002
51004006009	A0	51001002007
51004006009	A1	51004006011
51004006011	A0	51004006015
51004006015	A0	51004006012
51004007005	A1	51004007004
51004007005	A2	51004007006
51004007005	A0	51004007007
51004008002	A0	51001023031
51004008002	A1	51004008001
51004008009	A0	51001002007
51004008009	A1	51004008010
51004008014	A0	51004007007
51004008014	A1	51004008016
51004009014	A0	51004007007
51004009014	A0	51004009002
51004009014	A2	51004009013
51004009014	A1	51004009016
51004010001	A1	51004010002
51004010001	A0	51004010003
51004010001	A0	51004010008
51004010001	A0	51004011002
51004010014	A0	51001002007
51004010014	A1	51004010015
51004010017	A0	51004010008
51004010020	A0	51001002007
51004010020	A1	51004010021
51004012001	A1	51004012002
51004012001	A0	51004012003
51004012011	A0	51004012003
51004012018	A1	51001002007
51004012021	A1	51001002007
51004013001	A0	51001023031
51004013001	A2	51004013003
51004013005	A0	51004012003
51004013005	A1	51004013007
51004014001	A1	51004014002
51004014001	A0	51004014003
51004014001	A0	51004014009
51004015001	A0	51001002007
51004015001	A1	51004015005
51004015001	A1	51004015007
51004015001	A1	51004015013
51004016003	A1	51004016007
51004016008	A0	51001002007
51004016015	A1	51004016007
51004016023	A1	51004016017
51004016023	A0	51004016022
51004017002	A0	51001002007
51004017002	A2	51004017003
51004017004	A0	51004017003
51004017004	A1	51004017006
51004017008	A0	51004017003
51004017008	A1	51004017007
51004017013	A0	51004017003
51004017013	A1	51004017012
51004018007	A0	51001002007
51004018007	A1	51004018010
52001002001	A0	52001001001
52001002001	A0	52001001003
52001002001	A0	52001001005
52001002001	A1	52001002003
52001002009	A0	52001001001
52001002009	A0	52001001003
52001002009	A0	52001001005
52001002009	A1	52001002008
52001003001	A0	52001001001
52001003001	A0	52001001003
52001003001	A0	52001001005
52001003001	A1	52001003004
52001003001	A1	52001003009
52001003001	A1	52001003014
52001004001	A0	52001001001
52001004001	A0	52001001003
52001004001	A0	52001001005
52001004001	A1	52001004008
52001004003	A1	52001004002
52001005006	A1	52001005003
52001005024	A0	52001004002
52001005024	A1	52001005025
52001006009	A0	52001004002
52001006009	A1	52001006011
52001007007	A0	00000000000
52001008004	A1	52001008006
52001008027	A0	52001008021
52001008031	A1	52001008030
52001008031	A0	52001008032
52001008033	A0	52001001001
52001008033	A0	52001001003
52001008033	A0	52001001005
52001008033	A1	52001008034
52001009005	A0	52001009001
52001009005	A1	52001009008
52001009005	A1	52001009013
52001009008	A0	52001001001
52001009008	A0	52001001003
52001009008	A0	52001001005
52001009008	A1	52001009007
52001009013	A0	52001004002
52001009020	A0	52001004002
52001009020	A1	52001009021
52001009022	A0	52001009021
52001010002	A0	52001004002
52001010002	A1	52001010004
52001010010	A0	52001009021
52001010010	A1	52001010009
52001010016	A0	52001010014
52001010016	A1	52001010017
52001010022	A0	52001010020
52002001003	A0	52002001001
52002001003	A1	52002001006
52002002002	A0	52001001001
52002002002	A0	52001001003
52002002002	A0	52001001005
52002002004	A1	52001001001
52002002004	A1	52001001003
52002002004	A1	52001001005
52002002006	A0	52002001004
52002002009	A0	52001001001
52002002009	A0	52001001003
52002002009	A0	52001001005
52002002014	A0	52001001001
52002002014	A0	52001001003
52002002014	A0	52001001005
52002002014	A1	52002002018
52002004003	A1	52001001001
52002004003	A1	52001001003
52002004003	A1	52001001005
52002004007	A1	52001001001
52002004007	A1	52001001003
52002004007	A1	52001001005
52002004007	A1	52002004009
52002004011	A0	52001001001
52002004011	A0	52001001003
52002004011	A0	52001001005
52002004015	A0	52001001001
52002004015	A0	52001001003
52002004015	A0	52001001005
52002004015	A1	52002004012
52002004015	A1	52002004014
52002004015	A1	52002004017
52002004019	A0	52002004017
52002004019	A1	52002004021
52002005009	A0	52002001004
52002006002	A0	52001001001
52002006002	A0	52001001003
52002006002	A0	52001001005
52002006002	A1	52002006005
52002007001	A0	52001001001
52002007001	A0	52001001003
52002007001	A0	52001001005
52002007001	A1	52002007003
52002007017	A0	52002007016
52002007017	A1	52002007020
52002008002	A0	52001001001
52002008002	A0	52001001003
52002008002	A0	52001001005
52002008002	A1	52002008003
52002008004	A0	52001001001
52002008004	A0	52001001003
52002008004	A0	52001001005
52002008004	A1	52002008005
52002008005	A0	52001001001
52002008005	A0	52001001003
52002008005	A0	52001001005
52002008005	A2	52002008006
52002008005	A1	52002008007
52002008005	A1	52002008010
52002008005	A1	52002008017
52002009001	A0	52002009003
52002009001	A1	52002009005
52002009001	A1	52002009009
52002009013	A0	52001001001
52002009013	A0	52001001003
52002009013	A0	52001001005
52002009017	A0	52001001001
52002009017	A0	52001001003
52002009017	A0	52001001005
52002009017	A1	52002009018
52002009020	A0	52001001001
52002009020	A0	52001001003
52002009020	A0	52001001005
52002009020	A1	52002009024
52002010014	A0	52002009003
52002011002	A0	52002009003
52002012001	A0	52001001001
52002012001	A0	52001001003
52002012001	A0	52001001005
52002012001	A1	52002012002
52002012004	A0	52001001001
52002012004	A0	52001001003
52002012004	A0	52001001005
52002012004	A1	52002012002
52002012006	A0	52001001001
52002012006	A0	52001001003
52002012006	A0	52001001005
52002012006	A1	52002012002
52002012009	A0	52002012010
52002012015	A0	52002012013
52002012015	A1	52002012016
52002013006	A0	52002013005
52002013006	A1	52002013008
52002013011	A0	52002009003
52002013011	A1	52002013012
52002013018	A0	52002009003
52002013018	A1	52002013019
52002013018	A1	52002013020
52002013018	A1	52002013026
52002013030	A0	52002013028
52002013034	A0	52002009003
52002014021	A1	52002014020
52002014021	A0	52002014023
52002015005	A0	52002014033
52002015005	A1	52002015004
52002015005	A1	52002015009
52002015012	A0	52002014033
52002015012	A1	52002015011
52002015016	A0	52002014033
52002015016	A1	52002015014
52002016001	A0	52002014033
52002016001	A1	52002016005
52002016005	A0	52002016002
52002016005	A2	52002016004
52002016007	A1	52002016004
52002016010	A0	52002014033
52002016010	A1	52002016013
52002016015	A0	52002016020
52002017004	A1	52001001001
52002017004	A1	52001001003
52002017004	A1	52001001005
52002017014	A0	52002017001
52002017014	A1	52002017018
52002017018	A0	52001001001
52002017018	A0	52001001003
52002017018	A0	52001001005
52002017018	A1	52002017016
52002018002	A0	52001001001
52002018002	A0	52001001003
52002018002	A0	52001001005
52002018002	A1	52002018003
52002018003	A0	52001001001
52002018003	A0	52001001003
52002018003	A0	52001001005
52002018014	A1	52002018015
52002018014	A0	52002018017
52003001003	A0	52001001003
52003001003	A0	52002018008
52003001004	A0	52001001003
52003001004	A0	52002018008
52003001004	A1	52003001005
52003001005	A1	52001001003
52003001005	A1	52002018008
52003002002	A0	52001001003
52003002002	A0	52002018008
52003002002	A1	52003002003
52003002018	A0	52003002003
52003002018	A1	52003002019
52003002021	A0	52003002003
52003002021	A1	52003002019
52003003003	A1	52003003002
52003003010	A0	52003003008
52003003014	A0	52001001003
52003003014	A0	52003002003
52003003014	A0	52002018008
52003004007	A0	52001001003
52003004007	A0	52003002003
52003004007	A0	52002018008
52003004007	A2	52003004008
52003004010	A0	52001001003
52003004010	A0	52003002003
52003004010	A0	52002018008
52003004010	A1	52003004011
52003004011	A1	52001001003
52003004011	A1	52003002003
52003004011	A1	52002018008
52003004014	A0	52003004010
52003004016	A0	52002017003
52003005005	A0	52002018008
52003005006	A0	52003005003
52003005009	A0	52002018008
52003005009	A1	52003005011
52003005015	A1	52003005016
52003005015	A0	52003005018
52003005018	A0	00000000000
52003006003	A0	52003006004
52003006010	A0	52003006004
52003006010	A2	52003006011
52003006010	A1	52003006013
52003006010	A1	52003006016
52003006010	A1	52003006020
52003006020	A0	52002017003
52003006020	A1	52003006021
52003006025	A0	52002017003
52003006025	A1	52003006027
52003006027	A0	52002017003
52003006027	A1	52003006026
52003007003	A1	52001001003
52003007003	A1	52002018008
52003008003	A0	52001001003
52003008003	A0	52003006004
52003008003	A0	52002018008
52003008006	A0	52003008005
52003009004	A0	52001001003
52003009004	A0	52003006004
52003009004	A0	52002018008
52003009004	A1	52003009007
52003009007	A0	52001001003
52003009007	A0	52003006004
52003009007	A0	52002018008
52003009007	A1	52003009003
52003009007	A2	52003009006
52003009015	A0	52001001003
52003009015	A0	52003006004
52003009015	A0	52002018008
52003010005	A0	52001001003
52003010005	A0	52003006004
52003010005	A0	52002018008
52003010008	A0	52001001003
52003010008	A0	52003006004
52003010008	A0	52002018008
52003010008	A1	52003010011
52003010013	A0	52001001003
52003010013	A0	52003006004
52003010013	A0	52002018008
52003010013	A1	52003010015
52003011013	A0	52003011004
52003011013	A0	52003011006
52003011013	A0	52003011010
52003011013	A1	52003011015
52003012005	A1	52003012001
52003012005	A0	52003012004
52003012007	A1	52003012001
52003012007	A0	52003012004
52003013003	A0	52003012004
52003013003	A1	52003013006
52004001004	A0	52001001003
52004001004	A0	52003006004
52004001004	A0	52002018008
52004001004	A1	52004001005
52004001007	A0	52001001003
52004001007	A0	52003006004
52004001007	A0	52002018008
52004001007	A1	52004001005
52004001013	A0	52004001003
52004001013	A1	52004001018
52004001018	A0	52004001020
52004001018	A0	52004001022
52004001020	A0	52004001019
52004001022	A0	52004001003
52004001022	A1	52004001023
52004001026	A0	52004001003
52004001028	A0	52004001003
52004002001	A0	52004001003
52004002001	A1	52004002005
52004002005	A0	52001001003
52004002005	A0	52003006004
52004002005	A0	52002018008
52004002005	A1	52004002004
52004002005	A2	52004002006
52004003010	A0	52004003011
52004004001	A0	52004004002
52004004001	A1	52004004007
52004004007	A0	52004004002
52004004007	A1	52004004006
52004005011	A0	52004005008
52004005011	A1	52004005013
52004006003	A0	52004004002
52004006003	A1	52004006010
52004006005	A0	52004004002
52004006005	A1	52004006010
52004006020	A0	52001001003
52004006020	A0	52003006004
52004006020	A0	52002018008
52004006020	A2	52004006021
52004006023	A0	52001001003
52004006023	A0	52003006004
52004006023	A0	52002018008
52004007003	A1	52004007004
52004007003	A0	52004007006
52004008003	A0	00000000000
52004008006	A0	52004008003
52004008006	A1	52004008004
52004008006	A1	52004008005
52004008006	A1	52004008009
52004008012	A0	52004008009
52004008012	A1	52004008014
52004009007	A0	52004001003
52004009007	A1	52004009006
52004009008	A0	52002018008
52004009008	A0	52001001003
52004009008	A0	52003006004
52004009008	A2	52004009009
52004009017	A0	52004001003
52004009017	A1	52004009018
52004010003	A0	52004001003
52004010003	A1	52004010004
52004010013	A0	52001001003
52004010013	A0	52003006004
52004010013	A0	52002018008
52004010013	A1	52004010018
52004010013	A1	52004011002
52004010013	A1	52004011005
52004010013	A1	52004011009
52004010017	A0	52004010016
52004011002	A0	52004010016
52004011002	A1	52004011003
52004011003	A0	52004010016
52004011005	A0	52004010016
52004011005	A1	52004011007
52004011009	A0	52004010016
52004011015	A0	52001001003
52004011015	A0	52003006004
52004011015	A0	52002018008
52004011015	A2	52004011014
52004012002	A0	52004010016
52004012010	A0	52004010016
52004012010	A1	52004012009
52004013002	A0	52001001003
52004013002	A0	52003006004
52004013002	A0	52002018008
52004013002	A1	52004013005
52004013005	A0	52004013004
52004013009	A0	00000000000
52004013012	A1	52004013006
52004013019	A0	52004013016
52004013019	A1	52004013020
52004014003	A0	52001001003
52004014003	A0	52003006004
52004014003	A0	52002018008
52004014003	A0	52004013006
52004014006	A0	52004014005
52004014008	A0	52004014005
52004014014	A1	00000000000
52004014018	A0	52004014012
52004014018	A1	52004014014
52004015004	A0	52001001003
52004015004	A0	52003006004
52004015004	A0	52002018008
52004015004	A1	52004015001
52004015004	A2	52004015003
52004015011	A0	52001001003
52004015011	A0	52003006004
52004015011	A0	52002018008
52004015011	A0	52004013006
52004015013	A1	52004015011
52004015021	A0	52004015009
52004015021	A1	52004015023
52004015023	A1	00000000000
52004016014	A0	52004016004
52004016022	A0	52004016019
52004017004	A0	52001001003
52004017004	A0	52003006004
52004017004	A0	52002018008
52004017004	A0	52004013006
52004017006	A1	52004017004
52004017010	A1	52004017002
52004018002	A0	52004013006
52004018002	A1	52004018003
52005001011	A0	52005001008
52005001011	A1	52005001010
52005001013	A1	52002018008
52005001013	A1	52001001003
52005001013	A1	52003006004
52005001013	A2	52005001012
52005002004	A0	52005002001
52005002013	A0	52005002006
52005003002	A0	00000000000
52005003002	A1	52005003003
52005003002	A1	52005003005
52005003009	A0	52005003010
52005003009	AA2	52005003008
52005003017	A0	00000000000
52005003021	A0	00000000000
52005004014	A0	52005004010
52005004014	A1	52005004011
52005006004	A0	52001001003
52005006004	A0	52003006004
52005006004	A0	52002018008
52005006004	A0	52005004003
52005006009	A0	52001001003
52005006009	A0	52003006004
52005006009	A0	52002018008
52005006009	A0	52005004003
52005006011	A0	52001001003
52005006011	A0	52003006004
52005006011	A0	52002018008
52005006011	A0	52005004003
52005007003	A0	00000000000
52005007005	A0	52005007003
52005007008	A1	00000000000
52005007010	A0	52005007008
52005008005	A0	52005008001
52005008006	A0	52001001003
52005008006	A0	52003006004
52005008006	A0	52002018008
52005008006	A0	52005004003
52005008006	A1	52005008007
52005008006	A1	52005008012
52005009003	A1	52005009004
52005009003	A0	52005009006
52005010002	A0	52005009015
52005010007	A0	52001001003
52005010007	A0	52003006004
52005010007	A0	52002018008
52005010007	A0	52005004003
52005010009	A0	52001001003
52005010009	A0	52003006004
52005010009	A0	52002018008
52005010009	A0	52005004003
52005010013	A0	52001001003
52005010013	A0	52003006004
52005010013	A0	52002018008
52005010013	A0	52005004003
52005011002	A0	52005004003
52005011002	A1	52005011003
52005011005	A0	52005004003
52005011005	A1	52005011008
52005011011	A0	52005004003
52005012001	A0	52001001003
52005012001	A0	52003006004
52005012001	A0	52002018008
52005012001	A1	52005012005
52005012001	A1	52005013002
52005012005	A0	52005012003
52005012005	A1	52005012007
52005012005	A1	52005012011
52005012005	A1	52005012016
52005012007	A0	00000000000
52005012011	A0	00000000000
52005012011	A1	52005012012
52005012016	A0	00000000000
52005012016	A1	52005012017
52005013002	A0	52005012004
52005013002	A1	52005013003
52005013011	A0	52005012004
52005014001	A0	52001001003
52005014001	A0	52003006004
52005014001	A0	52002018008
52005014001	A1	52005014003
52005014005	A0	52005014004
52005014005	A1	52005014007
52005014008	A0	52005014004
52005014008	A1	52005014010
52005014011	A0	52005014004
52005014011	A1	52005014013
52005014014	A0	52005014004
52005015001	A0	52005014004
52005015008	A0	52005015003
52005015008	A1	52005015004
52005015008	A2	52005015007
52005015013	A0	52005014004
52005015013	A1	52005015012
52005016002	A0	52005014004
52005017002	A0	52005014004
52005018003	A0	52005014004
52005019004	A0	52005014004
52005019004	A1	52005019002
52005020003	A0	52005014004
52005020003	A1	52005020001
52005021003	A0	52005014004
52005021003	A1	52005021001
52005021006	A0	52005014004
52005021006	A1	52005021005
52005022005	A0	52005014004
52005023007	A0	52005023004
52005023007	A1	52005023008
52005023030	A1	52005023014
52005023030	A1	52005023017
52005023030	A1	52005023020
52005024003	A0	00000000000
52005024003	A1	52005024004
52005024007	A0	52005024005
52005025002	A0	52005025001
52005026001	A0	52005025001
52005026001	A1	52005026003
52005027001	A0	52002018008
52005027001	A1	52005027002
52005027005	A1	52005027007
52005027005	A2	52005027010
53001003001	A0	53001001001
53001003001	A0	53001001003
53001003001	A0	53001001005
53001003001	A1	53001003004
53001003002	A0	53001001001
53001003002	A0	53001001003
53001003002	A0	53001001005
53001003002	A1	53001003001
53001003013	A0	53001003015
53001003018	A0	53001003020
53001004006	A0	53001004003
53001004027	A0	53001003008
53001005009	A1	53001005010
53001005009	A1	53001005012
53001005018	A0	53001003008
53001006005	A0	53001006004
53001006005	A2	53001006007
53001006005	A1	53001006009
53001006007	A0	00000000000
53001006007	A1	53001006008
53001007004	A1	00000000000
53001008004	A0	53001007012
53001008004	A1	53001008005
53001008004	A2	53001008008
53001008004	A2	53001008013
53001008008	A0	00000000000
53001008008	A1	53001008009
53001008013	A0	00000000000
53001008013	A1	53001008015
53001009003	A0	53001009001
53001009003	A1	53001009002
53001010002	A0	53001009009
53001010003	A1	53001009009
53001010009	A1	53001009009
53001010013	A0	00000000000
53001010015	A1	53001010017
53001011004	A0	53001001001
53001011004	A0	53001001003
53001011004	A0	53001001005
53001011010	A1	53001011009
53001011010	A0	53001011014
53001011017	A0	53001011014
53001011017	A1	53001011019
53001011017	A1	53001011022
53001012002	A1	53001012004
53002001001	A0	53001001001
53002001001	A0	53001001003
53002001001	A0	53001001005
53002001001	A1	53002001003
53002002005	A1	53002002006
53002002011	A1	53002001004
53002002026	A0	53002002028
53002003004	A0	53002003002
53002003004	A1	53002003003
53002003011	A0	53002003013
53002003016	A1	53002003018
53002004002	A0	53002003018
53002004004	A0	53002003018
53002004007	A1	00000000000
53002004007	A1	53002004008
53002004007	A1	53002004010
53002004018	A0	53002004012
53002004019	A0	53002003018
53002004019	A1	53002004020
53002005002	A0	53002001004
53002005009	A0	53001001001
53002005009	A1	53002005008
53002005009	A2	53002005010
53002006004	A0	00000000000
53002006005	A0	53002001004
53002006005	A1	53002006004
53002006008	A1	53002006009
53002007005	A0	53002007003
53002007010	A0	00000000000
53002007015	A0	53002007010
53002008003	A1	53002008005
53002008010	A1	53002008006
53002008010	A0	53002008008
53002008017	A0	53002008008
53002010007	A0	00000000000
53002010015	A0	53002008005
53002010015	A1	53002010011
53002010018	A1	53002010019
53002011004	A2	53002011005
53002011004	A0	53002011007
53002011004	A1	53002011008
53002011012	A0	53002011013
53002011012	A1	53002011015
53002012002	A1	53002012005
53002012002	A1	53002012006
53002012002	A1	53002012010
53002012006	A0	00000000000
53002012006	A1	53002012008
53002012010	A0	00000000000
53002013003	A0	53002013001
53002013003	A1	53002013004
53002013004	A0	53001001001
53002013004	A0	53001001003
53002013004	A0	53001001005
53002013004	A1	53002013006
53002013011	A1	53002013010
53002013015	A1	53002013016
53002013015	A0	53002013018
53002014004	A0	53002013018
53002014004	A1	53002014005
53002015004	A0	53002015003
53002015006	A0	53002015003
53002015006	A1	53002015008
53002015010	A1	53002015003
53002015010	A1	53002015009
53002016015	A0	53002016010
53002016015	A1	53002016016
53002016018	A0	53002016010
53002016018	A1	53002016019
53002016018	A1	53002016022
53002017001	A0	53002016004
53002017001	A0	53002016010
53002017001	A1	53002017004
53002017006	A0	53002016004
53002017006	A0	53002016010
53003001003	A0	53003001004
53003001012	A0	53003001009
53003001014	A1	53003001009
53003002003	A1	53001001001
53003002003	A1	53001001003
53003002003	A1	53001001005
53003003007	A0	53003003006
53003003007	A1	53003003008
53003003010	A0	53003003005
53003004001	A0	53001001001
53003004001	A0	53001001003
53003004001	A0	53001001005
53003004009	A0	53001001001
53003004009	A0	53001001003
53003004009	A0	53001001005
53003004009	A1	53003004008
53003004011	A0	53003001004
53003004011	A1	53003004009
53003004013	A0	53003001004
53003004013	A1	53003004009
53003005004	A0	53003005003
53003005004	A1	53003005007
53003006001	A0	53001001001
53003006001	A0	53001001003
53003006001	A0	53001001005
53003006001	A2	53003006003
53003006001	A1	53003006012
53003006011	A0	53003006012
53003006017	A0	53003006015
53003006024	A0	53003006004
53003006024	A1	53003006023
53003007003	A0	53003007001
53003007005	A0	53003007006
53003007006	A0	53003006004
53003007006	A1	53003007007
53003007010	A0	53001001001
53003007010	A0	53001001003
53003007010	A0	53001001005
53003008004	A0	53001001001
53003008004	A0	53001001003
53003008004	A0	53001001005
53003008004	A1	53003008003
53003008015	A0	53001001001
53003008015	A0	53001001003
53003008015	A0	53001001005
53003008019	A0	53001001001
53003008019	A0	53001001003
53003008019	A0	53001001005
53003008019	A1	53003008020
53003009004	A0	53001001001
53003009004	A0	53001001003
53003009004	A0	53001001005
53003009004	A1	53003009005
53003009010	A0	53001001001
53003009010	A0	53001001003
53003009010	A0	53001001005
53003009010	A1	53003009008
53003009010	A2	53003009011
53003009014	A0	53003006004
53003009014	A1	53003009015
53003010008	A0	53001001001
53003010008	A0	53001001003
53003010008	A0	53001001005
53003010008	A1	53003010007
53003010008	A2	53003010009
53003010014	A0	53003010012
53003010014	A1	53003010015
53003010015	A0	53003010012
53003010017	A0	53003010012
53003011001	A0	53001001001
53003011001	A0	53001001003
53003011001	A0	53001001005
53003011001	A1	53003011004
53003011004	A0	53003011003
53003011009	A0	53003011003
53003011011	A0	53003011003
53003012004	A0	53001001001
53003012004	A0	53001001003
53003012004	A0	53001001005
53003012004	A2	53003012003
53003012006	A0	53001001001
53003012006	A0	53001001003
53003012006	A0	53001001005
53003012006	A2	53003012003
53003012014	A0	53003011003
53003012018	A0	53003011003
53003012018	A1	53003012017
53003013005	A0	53003013001
53003013006	A0	53003013003
53003014005	A0	53003014003
53003014005	A1	53003014007
53003014013	A0	53003013003
53003014013	A1	53003014012
53003014015	A0	53003013003
53003014015	AA2	53003014016
53003014018	A1	53003014003
53003015005	A0	53003013003
53003015007	A0	53003013003
53003016007	A0	53003016004
53003016007	A2	53003016008
53003016007	A1	53003016010
53003017014	A0	53003017006
54001003002	A0	54001001001
54001003002	A1	54001003004
54001003004	A0	54001003003
54001003007	A0	54001001001
54001003011	A0	54001002001
54001003011	A2	54001003012
54001003011	A1	54001003014
54001003011	A1	54001004002
54001003014	A0	54001003012
54001004002	A0	54001003012
54001004009	A0	54001004007
54001004009	A1	54001004008
54001006003	A0	54001006002
54001006004	A0	54001006002
54001007001	A0	54001006002
54001007001	A1	54001007003
54001007005	A0	54001006002
54001007005	A1	54001007008
54001007005	A1	54001007012
54001007008	A0	54001006002
54001007008	A1	54001007007
54001007012	A0	54001006002
54001008001	A0	54001001001
54001008001	A0	54001002001
54001008011	A0	54001008008
54001008011	A1	54001008009
54001009001	A0	54001008008
54001009001	A1	54001009002
54001009007	A0	54001009005
54001010011	A0	54001010012
54001010013	A0	54001010008
54001010013	A1	54001010012
54001011010	A1	54001011009
54001011010	A1	54001011011
54001012002	A0	54001001001
54001012002	A1	54001012001
54001012002	A2	54001012004
54001012004	A0	54001012006
54001012004	A1	54001012005
54001012014	A0	54001012004
54001012014	A1	54001012013
54001012015	A0	54001012004
54001013010	A1	54001001001
54001013012	A0	54001001001
54001013013	A0	54001001001
54001014001	A0	54001014004
54001015011	A0	54001015009
54001015016	A0	54001015009
54001015016	A1	54001015015
54001016004	A1	54001001001
54001016009	A0	54001016010
54001016009	A1	54001016014
54001016018	A0	00000000000
54001016018	A1	54001016019
54001016019	A0	54001016018
54001018004	A0	54001001001
54001018004	A1	54001018003
54001018004	A2	54001018005
54001018010	A0	54001018013
54001018015	A0	54001018006
54001018015	A1	54001018020
54001019001	A0	54001018006
54001019001	A1	54001019002
54001019001	A1	54001019005
54001019008	A0	54001019007
54001019008	A1	54001019006
54001019012	A0	54001019007
54001020007	A0	54001001001
54001020007	A1	54001020006
54001020007	A2	54001020009
54001020011	A1	54001020003
54001020011	A1	54001020005
54001020011	A1	54001020013
54001020013	A0	54001020003
54001020013	A0	54001020005
54002001001	A0	54001001001
54002001001	A1	54002001005
54002001005	A1	54002001006
54002001005	A1	54002001007
54002001005	A1	54002001008
54002001005	A1	54002001009
54002002008	A0	00000000000
54002002014	A0	54001001001
54002002014	A0	54001018006
54002002014	A0	54001016018
54002002014	A1	54002002013
54002004004	A0	54002004001
54002004004	A1	54002004005
54002004004	A1	54002004010
54002004005	A1	00000000000
54002004010	A0	00000000000
54002006002	A0	54002005010
54002006002	A1	54002006003
54002007009	A0	54001001001
54002007009	A1	54002007008
54002007011	A0	54001001001
54002008001	A0	54001001001
54002008001	A1	54002008003
54002008003	A0	54002008005
54002008009	A0	54002008005
54002008009	A1	54002008011
54002009010	A0	54002009002
54002009010	A1	54002009011
54002010003	A0	54002010002
54002010005	A0	54002010004
54002010005	A1	54002010006
54002011004	A0	54002011001
54002012001	A0	54002012003
54002012005	A0	54001001001
54002012005	A1	54002012004
54002012005	A1	54002012001
54002012005	A1	54002012007
54002012005	A1	54002012012
54002012007	A0	54002012003
54002012007	A1	54002012008
54002013004	A1	54002013001
54002014004	A1	54002014002
54002014008	A1	54002014007
54002015001	A1	54002012003
54002015007	A0	54002012003
54003001007	A0	54003001005
54003001007	A1	54003001006
54003001010	A0	54003001005
54003001010	A1	54003001009
54003002001	A0	54003002005
54003002001	A0	54003002009
54003002001	A0	54003002010
54003002001	A0	54003002011
54003002001	A0	54003002012
54003002001	A0	54003002013
54003002001	A0	54003002014
54003002001	A0	54003003002
54003002001	A0	54003003003
54003002001	A0	54003003004
54003002001	A0	54003003006
54003002001	A0	54003003007
54003002001	A0	54003003008
54003004005	A0	54003002004
54003004005	A1	54003004003
54003004007	A0	54003002004
54003004007	A1	54003004006
54003005007	A0	54003005003
54003005007	A1	54003005006
54003005009	A0	54003005003
54003005009	A1	54003005007
54003005013	A1	54003005003
54003005013	A1	54003005011
54003006005	A1	54003002004
54003006008	A0	54003002004
54003007001	A0	54003007006
54003007006	A0	54003002004
54003007006	A1	54003007004
54003007014	A0	54003002004
54003008009	A0	54003008001
54003009001	A0	54003008001
54003009001	A1	54003009003
54003010004	A1	54003010002
54003010007	A0	54003008001
54003012008	A0	54003012001
54003012008	A1	54003012006
54003012008	A1	54003012012
54003013004	A0	00000000000
54003013008	A0	54003013004
54003013008	A1	54003013005
54003013008	A2	54003013006
54003014003	A0	54001001001
54003014003	A1	54003014001
54003014003	A2	54003014002
54003014004	A0	54001001001
54003014004	A1	54003014005
54003014005	A0	54001001001
54003015003	A0	54001001001
54003015005	A0	54001018006
54003015005	A1	54003015007
54003015007	A0	54003015011
54003015011	A1	54001018006
54003015016	A0	54003015015
54003016010	A1	54003016009
54003016013	A1	54003016009
54003016016	A1	54003016009
54003016016	A2	54003016017
54003016018	A1	54003016009
54003016021	A1	54003016009
54003016024	A1	54003016009
54004001005	A0	54004001003
54004001010	A0	54004001011
54004001014	A0	54004001011
54004002004	A1	54004002003
54004003001	A0	54004002003
54004003001	A1	54004003002
54004003002	A0	00000000000
54004003003	A0	00000000000
54004003003	A1	54004003004
54004003008	A1	54004003005
